name,split,has_defect,image_path,json_path
wall_defect_0136,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0136.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0136.json
wall_defect_0137,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0137.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0137.json
wall_defect_0138,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0138.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0138.json
wall_defect_0139,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0139.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0139.json
wall_defect_0140,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0140.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0140.json
wall_defect_0141,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0141.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0141.json
wall_defect_0142,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0142.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0142.json
wall_defect_0143,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0143.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0143.json
wall_defect_0144,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0144.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0144.json
wall_defect_0145,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0145.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0145.json
wall_defect_0146,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0146.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0146.json
wall_defect_0147,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0147.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0147.json
wall_defect_0148,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0148.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0148.json
wall_defect_0149,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0149.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0149.json
wall_defect_0150,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0150.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0150.json
wall_defect_0151,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0151.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0151.json
wall_defect_0152,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0152.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0152.json
wall_defect_0153,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0153.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0153.json
wall_defect_0154,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0154.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0154.json
wall_defect_0155,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0155.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0155.json
wall_defect_0156,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0156.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0156.json
wall_defect_0157,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0157.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0157.json
wall_defect_0158,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0158.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0158.json
wall_defect_0159,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0159.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0159.json
wall_defect_0160,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0160.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0160.json
wall_defect_0161,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0161.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0161.json
wall_defect_0162,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0162.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0162.json
wall_defect_0163,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0163.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0163.json
wall_defect_0164,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0164.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0164.json
wall_defect_0165,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0165.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0165.json
wall_defect_0166,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0166.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0166.json
wall_defect_0167,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0167.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0167.json
wall_defect_0168,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0168.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0168.json
wall_defect_0169,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0169.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0169.json
wall_defect_0170,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0170.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0170.json
wall_defect_0171,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0171.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0171.json
wall_defect_0172,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0172.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0172.json
wall_defect_0173,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0173.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0173.json
wall_defect_0174,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0174.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0174.json
wall_defect_0175,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0175.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0175.json
wall_defect_0176,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0176.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0176.json
wall_defect_0177,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0177.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0177.json
wall_defect_0178,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0178.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0178.json
wall_defect_0179,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0179.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0179.json
wall_defect_0180,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0180.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0180.json
wall_defect_0181,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0181.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0181.json
wall_defect_0182,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0182.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0182.json
wall_defect_0183,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0183.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0183.json
wall_defect_0184,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0184.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0184.json
wall_defect_0185,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0185.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0185.json
wall_defect_0186,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0186.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0186.json
wall_defect_0187,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0187.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0187.json
wall_defect_0188,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0188.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0188.json
wall_defect_0189,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0189.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0189.json
wall_defect_0190,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0190.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0190.json
wall_defect_0191,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0191.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0191.json
wall_defect_0192,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0192.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0192.json
wall_defect_0193,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0193.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0193.json
wall_defect_0194,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0194.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0194.json
wall_defect_0195,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0195.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0195.json
wall_defect_0196,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0196.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0196.json
wall_defect_0197,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0197.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0197.json
wall_defect_0198,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0198.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0198.json
wall_defect_0199,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0199.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0199.json
wall_defect_0200,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0200.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0200.json
wall_defect_0201,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0201.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0201.json
wall_defect_0202,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0202.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0202.json
wall_defect_0203,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0203.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0203.json
wall_defect_0204,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0204.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0204.json
wall_defect_0205,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0205.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0205.json
wall_defect_0206,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0206.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0206.json
wall_defect_0207,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0207.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0207.json
wall_defect_0208,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0208.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0208.json
wall_defect_0209,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0209.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0209.json
wall_defect_0210,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0210.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0210.json
wall_defect_0211,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0211.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0211.json
wall_defect_0212,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0212.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0212.json
wall_defect_0213,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0213.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0213.json
wall_defect_0214,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0214.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0214.json
wall_defect_0215,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0215.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0215.json
wall_defect_0216,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0216.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0216.json
wall_defect_0217,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0217.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0217.json
wall_defect_0218,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0218.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0218.json
wall_defect_0219,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0219.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0219.json
wall_defect_0220,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0220.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0220.json
wall_defect_0221,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0221.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0221.json
wall_defect_0222,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0222.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0222.json
wall_defect_0223,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0223.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0223.json
wall_defect_0224,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0224.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0224.json
wall_defect_0225,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0225.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0225.json
wall_defect_0226,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0226.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0226.json
wall_defect_0227,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0227.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0227.json
wall_defect_0228,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0228.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0228.json
wall_defect_0229,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0229.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0229.json
wall_defect_0230,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0230.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0230.json
wall_defect_0231,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0231.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0231.json
wall_defect_0232,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0232.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0232.json
wall_defect_0233,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0233.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0233.json
wall_defect_0234,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0234.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0234.json
wall_defect_0235,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0235.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0235.json
wall_defect_0236,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0236.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0236.json
wall_defect_0237,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0237.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0237.json
wall_defect_0238,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0238.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0238.json
wall_defect_0239,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0239.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0239.json
wall_defect_0240,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0240.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0240.json
wall_defect_0241,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0241.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0241.json
wall_defect_0242,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0242.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0242.json
wall_defect_0243,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0243.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0243.json
wall_defect_0244,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0244.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0244.json
wall_defect_0245,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0245.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0245.json
wall_defect_0246,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0246.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0246.json
wall_defect_0247,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0247.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0247.json
wall_defect_0248,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0248.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0248.json
wall_defect_0249,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0249.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0249.json
wall_defect_0250,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0250.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0250.json
wall_defect_0251,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0251.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0251.json
wall_defect_0252,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0252.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0252.json
wall_defect_0253,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0253.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0253.json
wall_defect_0254,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0254.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0254.json
wall_defect_0255,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0255.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0255.json
wall_defect_0256,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0256.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0256.json
wall_defect_0257,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0257.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0257.json
wall_defect_0258,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0258.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0258.json
wall_defect_0259,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0259.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0259.json
wall_defect_0260,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0260.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0260.json
wall_defect_0261,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0261.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0261.json
wall_defect_0262,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0262.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0262.json
wall_defect_0263,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0263.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0263.json
wall_defect_0264,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0264.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0264.json
wall_defect_0265,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0265.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0265.json
wall_defect_0266,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0266.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0266.json
wall_defect_0267,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0267.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0267.json
wall_defect_0268,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0268.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0268.json
wall_defect_0269,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0269.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0269.json
wall_defect_0270,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0270.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0270.json
